,p_sgEGR1_3,p_sgEGR1_2,p_sgEGR1_4,p_sgCREB1_2,p_sgNR2C2_2,p_sgNR2C2_3,p_sgNR2C2_5,p_sgCREB1_4,p_sgCREB1_5,p_sgYY1_3,p_sgGABPA_1,p_sgIRF1_2,p_sgIRF1_3,p_sgELK1_7,p_sgELK1_6,p_sgELF1_2,p_sgYY1_10,p_sgELF1_1,p_sgETS1_5,p_sgETS1_3,p_sgGABPA_9,p_sgELF1_4,p_sgELF1_5,p_sgELK1_1,p_sgE2F4_6,p_sgE2F4_7
FEZ2,-0.006141907,0.017028092,0.000477787,0.006881712,0,0.026721748,0,-0.008880858,-0.013367172,0,0,-0.000540277,-0.00445225,0.027195947,-0.013227504,-0.036294985,-0.038435525,-0.003951142,0.009460821,0,0.008376913,0,0,0.005892826,0.057767907,0
VIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007382.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRN,0,0,0.020965808,0.038827771,0,0,0.034236756,0,0,0.01147957,-0.002502879,-0.009139831,0,0.016514121,0.002762044,0.006244866,-0.030080263,-0.02258025,-0.002591285,0.016945232,0,-0.014915316,0,-0.011072708,-0.026116371,0.022580982
HEATR5B,0,0,0,0,0,0.005496059,0.007357263,0,-0.007379551,-0.004328128,-0.001712324,-0.003255312,0,-0.008803749,0.011090902,-0.000614829,0.006218083,0.006881052,0,0,0,0.010206375,0,0,0,-0.002434938
GPATCH11,0.019689807,0,0.01981523,-0.012529586,0,-0.005317475,0.018439595,-0.007548776,0,0,0,0.009059823,-0.008158169,0,0.030123766,-0.001903984,0.005920726,0,0,-0.016818436,0,-0.006422045,-0.013161197,0.029115813,0.007205112,0
EIF2AK2,0.009806554,-0.018672679,-0.003772263,0.001235,0.007967968,0,-0.030719125,-0.005668271,0.011595773,-0.02585844,0.019371729,0,-0.005890214,0,0,-0.002274532,-0.02210681,0.009161342,0,0,0.014200717,0.015664292,0.019517226,-0.016033146,-0.026661264,0
SULT6B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEBPZ-AS1,0,0,0.017631065,0,0.001045938,0.009884386,-0.034714788,0.010677294,0,0,0.00220667,-0.040827242,0.013311307,0,0.004138199,-0.035205441,-0.044233681,0.006773089,0.011586309,-0.030442584,0,0,-0.029798856,-0.015108214,-0.019184752,0.0313171
CEBPZ,0.033367229,-0.050213219,0,-0.010865424,0.004850309,0.014967198,0.004332763,0,0.028646373,0.056365808,0.006145717,0.001916181,0.005106479,0,0,-0.005642463,-0.015201508,-4.72E-05,-0.010079505,-0.001572049,-0.059974247,-0.031784564,-0.013936887,0.014267541,0,0
NDUFAF7,0.015214351,0,0.000793191,0,0,-0.020357165,0,0,-0.001206115,0.004083552,-0.00550527,0,-0.001372547,0,0,0,-0.004993242,0.00183644,0.003428622,0,0,-0.006396303,-0.002995143,0.027893948,0,0
PRKD3,0,0,0,0.000877783,0,-0.011105256,0.014942089,0,0,0.010466248,0.00381271,0,0,0,-0.01220137,0,-0.002301546,-0.001924866,0,0,-0.004575458,-0.015942166,0,0.026618265,0,0.004458347
AC007391.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QPCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006369.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC42EP3,0,-0.000397374,0,0,0,0,0.002231127,0.002364379,0,0,0,0,0,0,-0.001886739,0,0,0,0,0.002953574,0,0,0,0,0,0
AC006369.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMDN2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002125849,0,-0.003664182,0.008318655,0,-0.003173264,0,0.014739984,0,0.005676301,0,0,0
CYP1B1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009229.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL2,0,0.005010543,0,-0.009895166,0,0,0,0,0,0.000604489,0,-0.013055741,0,0,-0.002844065,-0.007045857,0,0,-0.003338536,0,0,0.007238242,0.006565191,0.008241508,0.019612877,0.014654598
AC016995.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPLL,0.009125099,0.040470167,0.017816594,0,-0.002025826,-0.000359098,-0.015071032,0.005843171,-0.02725171,-0.015808431,0,-0.010911925,0,0.01319217,0.05135331,0.001820023,-0.012484028,-0.027678859,0.030573228,0,0.018217397,0.022827937,0.006038153,-0.006712449,0.036003036,-0.009180329
AC011247.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALM,-0.00282112,0.017484757,0.043930412,0.000614316,-0.059127164,-0.010768859,0,-0.007845202,0.03258733,-0.010668953,0.021629059,-0.018952442,0,0.020361608,0,-0.029279005,-0.063309597,0,0.001593015,0,0.036239363,0,0.015659919,0.006727014,-0.022952312,0.013481853
AC074366.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRSF7,0.02548872,-0.027844539,0.036659015,-0.033418334,0,-0.005957809,0.004519859,-0.011697757,0.015122199,0.104205217,0.004563675,-0.03427217,-0.016898497,-0.034646985,-0.002288156,-0.007262692,0.129423449,0.006100403,0,0.014590679,0.109352131,0.022893964,-0.016136163,0,-0.021439209,0.015503429
GEMIN6,0,0.001417796,0.01712553,0,0,0,0.018318063,-0.009687103,0,0.008416162,0.003385904,0,-0.012092734,-0.011160517,0,-0.005354696,0.035055122,0,0.000370977,-0.003119414,-0.00640011,-0.001761239,0,-0.017030692,0,0
DHX57,0,0,0,0,0,-0.002045357,0,0.017030703,-0.018901711,0.001764701,-0.005659272,0.014164968,0,0.007135468,0,0.011695829,0,-0.019245141,0,0.007593927,0.009847951,0,0,0,0,-0.015215846
MORN2,0,0,0,0,-0.046514404,0,0,0,-0.004297594,0.048281234,0.018813338,0,-0.001039022,0,-0.002740382,-0.006950778,0.090661501,0,-0.0026972,-0.013580167,0.029603874,-0.025308511,0.016499039,0.02627093,0,-0.01136503
SOS1,0,0.016810699,-0.004208139,-0.004408658,-0.002416461,0.021336112,0,0,0.009738773,0.043015947,0,-0.000933323,0,-0.025991394,0.004506665,0,0.092084344,0.011857386,-0.016454359,-0.002896643,0,0.00276184,-0.006161056,0.015293112,0,0
CDKL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP4K3,-0.038606819,0.002200321,-0.01003465,0.010801135,0,0,0,0.005445012,0,-0.0053343,0.013507641,0,0,0.013087359,-0.017538679,-0.002107759,0.002674913,0,0,0.012022311,-0.00062461,0,0,0,0,0
AC007246.3,0,-0.032806332,0.002308741,0,-0.004174459,-0.028217668,0.002647515,0,0.012477616,-0.037935614,-0.025773377,0,-0.006336516,-0.002477955,0,0.016988308,0,-0.017517703,0.023634208,-0.009360151,0,0.010308608,0,-0.002710526,0.014461019,-0.024656031
TMEM178A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THUMPD2,-0.000253427,0,0.006368839,-0.012768624,0,0,0.013945812,0,-0.003376962,-0.037440702,0.014899343,0.024542887,0,0,0.008313231,0.013154824,-0.047969716,-0.002855354,0.031850114,0,0,0,-0.013801714,0,0,0
SLC8A1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKDCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC083949.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EML4,0,-0.00375359,-0.019269481,0,0,0.012442344,0.014129517,0.019276933,-0.000727587,-0.02419375,0.003629022,0.010739793,0.008391613,0.0039937,-0.009357759,0,0.024053075,0,-0.000673306,0.024643208,-0.026932748,-0.010890628,-0.000706221,0,-0.009610662,-0.016816553
COX7A2L,-0.053141289,0.015697977,0.032395244,0.046307132,-0.032771897,0.002605011,-0.038749813,0.01753034,-0.001534923,0,0.008576588,0,0,-0.009860382,0.014853736,-0.004870005,-0.073308622,0.01910033,-0.023549501,0.046182058,0.010099562,-0.007877984,0,0.030854021,-0.008170602,-0.028002564
MTA3,0,0,0,-0.008420496,0,0,0.003579017,-0.001923794,-0.002660763,-0.005596936,-0.008248611,-0.020348139,0,0,0.005442582,0.002450956,0,0.001870611,0,0.008507468,0.007328128,-0.009493182,0,0.010230664,-0.007756378,-0.001025319
OXER1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016735.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016735.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC093609.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THADA,-0.012706978,-0.010808726,0.024689415,0.008027249,0,0,0,0.003911895,0.006259882,-0.010402625,0,-0.00337974,0,0,-0.00192707,0.011567778,0,0,0,0,0.00039495,0,0,0,0.011610463,0.004035545
ZFP36L2,-0.003187887,0,0.003206113,-0.01870948,0,0,0.01216201,0.009298547,0.019985515,-0.006686769,0,0.008930607,-0.017671208,0.011167596,0.017075927,0,0,-0.01163692,-0.004028702,-0.026203011,-0.01622376,-0.011203539,0,-0.00589502,0.025291934,0
AC010883.5,0,0,0,0,0,0,0.000934028,0,0,0,0,0,0,0,0.002071489,-0.000931723,0,0,0,0,0,0,0.003872004,0,0,0
PLEKHH2,0,0.00708155,0.000365765,0.00029885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNC2LI1,0,0.016950373,-0.003342136,-0.000247561,0.006866712,0.001545123,0.002100463,0.009211003,-0.015972589,0.04020467,-0.007708988,-0.006583016,0,-0.007932241,0,-0.002981494,0.048892867,-0.023276953,0,0.008114231,0.007157158,0,0.024373183,-0.025547884,0,0.004823414
ABCG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRPPRC,-0.014944046,-0.009258749,0.006509558,0.004612961,0.008103798,0.028028456,0.017834888,0.024366585,-0.024255785,0,0,-0.010074056,0.020399708,0.021108505,-0.055961187,0.032806612,-0.061842271,0.002855742,-0.001664398,-0.007523028,0,0,0.01593469,0.004116638,0,-0.032969222
RP11-559M23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000150868,0,0,0,0,0,0,0,0,0,0
PPM1B,0.018437491,-0.000726043,0,0.001274386,-0.006316234,0.02263963,0,0,-0.001639565,-0.010360365,0.012109876,0,-0.011684103,-0.000160327,-0.002974013,0.004171417,0,0,0.00600403,0,-0.00170871,0,-0.018402522,0.011411809,0.006164184,0
SLC3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREPL,0,0,0.01526562,0,0,0,0.005109602,0.007139191,0,0.010271444,0.00855797,-0.005692299,-0.022985918,-0.012359813,0.019331406,-0.007244126,-0.028713067,-0.00840629,0.003195474,0.017950166,0,-0.004739575,7.09E-05,-0.005675056,0,0.025040064
CAMKMT,-0.012421183,0.001143461,0.001498367,0.013595737,-0.009790273,0.019268089,-0.020520406,0,-0.023357814,0.002290104,0.00883573,0,0,-0.005981512,0,0.000743632,-0.018076919,0,0,-0.002925001,0.000828532,0,0,-0.015396117,0.003159423,-0.002878184
SIX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRBD1,-0.000949697,0.015751231,0,0,0,-0.013074189,0.001330974,0,-0.020121916,-0.014860118,0,0.001399079,-0.001326924,0,0,0.008884247,0,0,-0.024851864,0.000294332,-0.019521125,0,0,0,0,0.000841245
PRKCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC017006.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPAS1,-4.05E-06,0.01724391,0,0,0.019430031,0,0,0.010144855,0,0,-0.021523812,-0.04536927,0.000346557,-0.014881923,-0.00074155,-0.005046037,0.019156017,0.007573715,-0.001657589,-0.016131968,0,0,0.009771297,-0.010822881,0.004541989,0.00993325
AC016912.3,0,0,0,0,0,-0.022079209,0.003603363,-0.000912859,0.001596072,0,-0.005398498,0,0.044886977,-0.005142895,0.005496455,0.014647104,-0.010856958,0,0,0,-0.026763991,-0.006951382,-0.019730436,-0.002527182,0,0
TMEM247,-0.0280948,-0.004229403,-0.002175027,0,0,0,-0.006431771,-0.002404809,0,0,-0.002073714,0,-0.016746672,-0.013902556,-0.023241448,-0.003896052,0.010359624,0,0.00476499,0.005901248,-0.013317653,0,0,0.005909647,0.010546129,-0.018631183
ATP6V1E2,0,-0.000115214,0,0,0,0,0.013203893,0,0.004713313,0,0.011479423,-0.010231942,0,-0.027084737,0,0,0.000530094,0,-0.006194056,0.015030904,0,0,0,-0.005215182,0.003118935,0
RP11-417F21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOQ,-0.000285661,0,-0.007342798,0,0,0,-0.003924264,-0.0130263,0,0,0,0,0,0,0,0,0,0,0.003483778,0.000942692,0,0,-0.00355959,-0.003465275,0.004516338,0
RP11-417F21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGF,0.028486282,0.007331742,-0.002930409,-0.013360153,-0.016676434,0,-0.002509722,-0.013577213,0,0.03335216,0,0.001810057,0,0.020566823,0,-0.011679389,0,-0.015729352,-0.000484589,0,-0.003267893,0,0.008692232,0,0.002054673,0
CRIPT,-0.02622016,0.039491385,0.003153541,0.052595774,-0.032322873,0,0,0.038995567,-0.017582387,-0.01882485,0,-0.011959593,0.016819822,0,0.009419278,-0.038025873,0.071531613,-0.025995715,-0.004142465,0.036453691,0.064397435,-0.007430742,-0.023153304,0,0,0.045889303
SOCS5,0.004237306,0,0,0,0,0,0.002681125,0,0.001761668,0,0.007566479,0,0,0,0,-0.005139023,0,0,-0.003615794,0,0,0,0,0,0,0.009428462
RP11-333I13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016722.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016722.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCFD2,-0.019211146,0.01889761,0.050728237,-0.022489458,0,0,0.067693465,-0.00697222,-0.015870482,0.021631848,0,0.029746878,0,0.024759076,0,0.003517902,-0.008481035,0.033273533,0,-0.027454258,0,0.016610763,-0.007628209,-0.015297318,-0.0084695,-0.000637537
TTC7A,0,0.00437436,0.002435003,-0.008670194,0.010098258,0,0.008754541,-0.00987134,-0.002431286,-0.006331249,0.004539243,-0.005342668,0,0.000356817,0,0,-0.002367241,-0.014056369,0,0.00093955,0,0,0.013735301,-0.003446508,0,-0.002446066
RP11-15I20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-761B3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073283.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALM2,-0.015425746,0,0.045792969,-0.04819983,0,-0.036071548,0,0,0,0.069673596,0,0,0.004790526,-0.011139339,-0.021152528,0.027699124,0.022244765,0,-0.008121459,0,-0.036508597,0.023876849,-0.003698611,0.010336706,-0.060333541,0.028329877
AC073283.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106869.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCYRN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPCAM,0.020462069,0,0,-0.017486362,-0.019681744,-0.01741886,0.095736792,-0.016290898,-0.016090398,-0.05353172,0,0,0.045384638,0.024132162,0.006991784,-0.008496838,-0.076429001,0,0.014690449,-0.034263038,-0.035325794,0,0.033616582,0.064547275,0,-0.03351861
MSH2,-0.001977344,-0.009833811,0.012595023,0,0,-0.003982583,0.008811923,0,-0.020029292,0,0.002869266,0,0,0.002696777,-0.050755159,-0.0112004,0.048343873,-0.0034198,0.0052972,0.012623603,0,0,0.016758775,0.043912235,-0.012800498,-0.005465488
KCNK12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC138655.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC138655.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSH6,0,-0.029003671,-0.021392483,0,-0.015240932,0,-0.007676805,-0.005660569,0.00097303,0.023572169,0,-0.015469518,0,0.022845428,-0.005886723,0.040322377,0.027922396,-0.002957831,0.001139023,0,0.00521532,0.020937962,0,-0.01682206,-0.020314316,0.000218029
FBXO11,0.011160898,0.002602387,-0.001649235,0,0,2.26E-05,0.022517874,-0.005378469,-0.006624947,-0.004838277,0.004124416,0.003938894,0,0,0.002838087,-0.012874302,-0.011420495,0,-0.013459493,0,0,0,0,-0.002014275,0,0.010244661
AC079807.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079807.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXN2,0.010520971,0.012029862,0,0.002432741,0,0.009767526,0,0.01270174,0,-0.021266527,0.005938562,-0.007064846,0,-0.017915317,0,0,-0.027839215,0.006593195,0,-0.012671777,-0.032576771,-0.002660342,0.001527205,-0.01466659,-0.020496045,0.012771714
RP11-191L17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R21,0,0.008154505,0,-7.30E-05,0,-0.010785138,0.002715969,0,0,0,-0.005307507,0,0,0,0,0.000568116,0,0,0.002831618,0.010436892,0,-0.008315259,0,-0.001155981,0,0
STON1,0,0,0,0.000720116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHCGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR75-ASB3,0,0.005988499,0.005056556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004762169,0,0,0.00010351,0,0,0,0,0
ASB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHAC2,0.003954214,-0.004482531,-0.001908229,0,0,0,0.002310961,-0.020247154,0,-0.025496759,-0.025438573,0,0,0.025688979,-0.010396158,0.002576447,0.012039829,0.002831157,-0.021768073,0.000568814,-0.008433368,-0.002145426,0,0,0,0.012150874
ERLEC1,-0.001432071,-0.013049239,-0.004449254,0,-0.043751988,0,-0.027929662,0.007613745,0,0.02376604,-0.051022781,0.018865968,-0.006412558,-0.019026806,-0.061500389,0,0.019669971,0,0.042786434,-0.015376503,0,0.031143878,0.010009281,-0.017779915,0,-0.018141299
GPR75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSME4,0,0,0.008158355,0.018979965,0,0.021863681,0.009408129,-0.005205091,0,0.009276635,0,0.02063613,-0.05154304,0.001803271,0,-0.008335121,0.005321561,-0.037526168,0,-0.007975593,-0.012230583,0.009691012,0.011233069,0,-0.05236579,0.010394792
ACYP2,0,0.004590737,0.024183277,0.00651225,0,0,-0.007501335,-0.011801572,-0.001841378,0,0,0,0,0,0,-0.012771829,0,-0.000973995,0.013538874,0,0,0,0,0,0.002311056,0
RP11-477N3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPYL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPTBN1,0.017703887,0,0,-0.002313009,0,0,0.013105898,-0.003839438,0.003991803,0.02469474,0,-0.016599115,-0.010939962,0.012603329,0.021839021,0.00309572,0,0.005389207,0,0.007751195,0,0.012962152,0,0,-9.45E-05,0.010932912
AC093110.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EML6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTN4,0,0.012940341,-0.00688646,-0.008930627,0,0.067236711,0.068549182,0,-0.029421314,0.003850216,0,0.001239961,0,-0.016515897,-0.032220923,0.010977118,0,0.033136578,-0.027839005,0.034868828,0,-0.002022527,0.02872062,-0.005081907,0,0
CLHC1,0,-0.005972866,0,0,0,0,0,0,0,0,0.002419327,0.001405999,0,0,0.000956523,0,0,0,0.002251079,0,0,0.011843984,-0.00197981,-0.011221579,0.002807259,0.000797724
AC012358.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS27A,0.000317812,0,0,0.007691397,-0.012499444,0,-0.007165911,0,-0.008326378,0,-0.013535506,-0.007161802,-0.003094515,0,-0.02194377,0,0,-0.001340994,-0.009532149,0,0,0.003704895,0.009369709,0.037370346,0.011874093,0.005879196
MTIF2,-0.005168877,-0.000994385,-0.012044658,-0.005879186,0,0.020221123,0,0,-0.007137267,-0.022967419,0.000873243,0.033043343,0.034389059,0,-0.004666949,-0.016958255,0.03579475,-0.016571494,0.004449824,0,0.020051406,-0.016926485,-0.02562611,-0.051369852,0.011155933,0
CCDC88A,0,0.006858288,0.019388048,-0.016976713,0.016470681,0,0.013107831,0.010144077,0,-0.040078568,-0.018434481,0.016504774,0,0,0,-0.00815404,-0.050570254,0,-0.019243497,0,0.018367553,-0.019076958,-0.010802736,0.011650009,0.027189171,-0.048155183
AC012358.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFAP36,0,-0.032431316,0.022700185,-0.029365084,0,0,0.041986762,0,-0.00720505,0.024210869,-0.044989508,-0.021262824,0,0,0.026741306,-0.011875822,0.003423961,0,0,0.015414681,0,0.002353298,0.013419352,-0.031846841,-0.031369409,0
PPP4R3B,-0.000415496,0.034151693,0.021671144,0,-0.002325924,0,-0.013683134,0.008624679,-0.017336594,-0.012668764,-0.020578015,0.000131617,0.014702083,0.018946615,0.024803744,-0.004042006,-0.026337463,0.01306517,-0.000699696,0,-0.007457344,-0.004070345,-0.021843484,0,0,0
RP11-554J4.1,0,0,0,5.84E-05,0,-0.004068655,-0.0013473,0,0,0,-0.007174636,0,0,0,0.007513216,0,-0.000966415,0,-0.004051292,-0.005221506,-0.004216359,0,0,0,0,0
PNPT1,0.017920595,-0.037817672,0,0,0,-0.001915167,-0.001648855,0.009467703,0.011345785,-0.034175178,0.045795068,0.026693317,-0.00847302,0.012954059,0.012053054,0,-0.012999133,0,-0.008270256,-0.00026242,0,0.039754611,0.013633414,0.015813633,0.01161962,-0.008821614
RP11-481J13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC85A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VRK2,-0.004355894,-0.004679591,-0.010817438,-0.020311029,0.014952703,0,-0.032216087,0.013127667,0.013123199,0,0.007114705,0.028806702,0.022023748,0.008515162,0,0.005048506,0.014155136,0.017407948,-0.057514052,-0.005037505,0,0,0,-0.012392156,-0.000854356,0.019854259
FANCL,-7.24E-05,-0.003741858,0,-0.012232534,0,-0.004840158,-0.006033606,-0.005285894,-0.00530877,0.021143624,0,0.007079436,0,0,0.023316484,-0.017512295,-0.027566783,0,0.007242999,0.012309039,0,0,-0.008277851,0.009241478,0.001502206,0.007695823
RP11-334G22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007250.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPOLG,-0.013950764,-0.003256493,0,0.002165483,0,-0.004722216,0.014300854,0,0,-0.002015449,0.002549006,0,0,0,0,0,0.000120455,0,0,0.001729031,0,0,0,0,-0.003098559,0
AC010733.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REL,0,0,-0.025220025,0.005149638,0.015190072,0,0,0,0,0,-0.000521304,0,0,-0.003126882,0,0.010600953,-0.023314685,-0.015840182,0.028792535,-0.027936436,-0.03080934,0,0.005191602,0,0.03084076,0.001486305
PUS10,-0.001344687,0.000323631,0.005201844,0,0,0,0,-0.001522538,0,0.005890769,0,0,-0.003938521,0,0.00864682,0,-0.015821377,0.001763045,0,0,0,0,-0.003278511,0,0,0.006278233
PEX13,0.003206948,-0.014616963,0,0.01754843,-0.027674148,-0.029028404,0,0,0.013924505,0,0.009454223,-0.01914808,0.014762854,0,0.011488297,-0.003637747,-0.008007055,0.049277917,0.003676975,0.005309549,0,-0.01125371,0,-0.001321708,-0.032489062,-0.004293535
KIAA1841,0.013508679,0,0,0,0,-0.005956977,0,0,0.001304297,0.013342534,0,0,0,0,0,-0.001624704,0.003669362,-0.003407268,0.000511035,0,0,0,-0.007294362,0,-0.010605644,0
RP11-493E12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHSA2,0,0,-0.004498555,0.012378994,0,0,-0.000662795,0,-0.00788742,0.016360971,0,0,0,0,0,-0.012726571,0.011676461,-0.001648285,-0.012770671,-0.016029365,0,0,0.014150257,-0.012475798,-0.019000384,0.005359402
USP34,0,-0.002668828,0.008653582,0.024376491,-0.041809241,-0.015385065,0.013474823,-0.015527046,0.054673072,0.012885334,-0.000495521,0.040211487,0,-0.006574424,0.01224872,0,0.012850265,0.036713403,-0.03027562,0.027455806,-0.059378884,-0.013971064,0,0.000273175,0.016702919,-0.015171113
RP11-355B11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002478732,0.001805841,0,0,0,0,0,0,0,0,0.000613333,0
